# 知识图谱药品列表（共 3888 条）
# 格式：药品名称 | 出现频次 | 原始名称数量
拟今日局麻下行胸腔积液穿刺引流术 | 1 | 1
拟今日局麻下行腋窝淋巴结穿刺活检术 | 1 | 1
拟今日局麻下行腹腔肿物穿刺引流术 | 1 | 1
拟今日局麻下行腹腔肿物粒子植入术 | 1 | 1
拟今日局麻下行腹部肿块穿刺活检术 | 1 | 1
拟今日局麻下行锁骨下静脉穿刺术 | 1 | 1
拟今日局麻下行鞘内注射 | 1 | 1
拟今日局麻下行颈部肿物穿刺活检术 | 1 | 1
拟今日局麻下行食管支架植入术 | 1 | 1
拟今日局麻下行食管造影术 | 1 | 1
拟今日局麻下行骨髓穿术 | 1 | 1
拟今日晚上局麻下行肺穿刺活检术 | 1 | 1
拟今日经皮穿刺肝动脉栓塞术 | 1 | 1
拟今日行PTCD后造影，必要时调管 | 1 | 1
拟今日造影下明确胆管引流管位置 | 1 | 1
拟定于上午在局部浸润麻醉麻醉下行心包穿刺引流术。 | 1 | 1
拟定于下午在局部浸润麻醉麻醉下行腹腔刺引流术。 | 1 | 1
拟定于今天上午10:30在神经阻滞麻醉+局麻下施行 | 1 | 1
拟定于今天上午在硬外麻醉下行空肠造瘘术 | 1 | 1
拟定于今日15:00在神经阻滞麻醉下经鼻内窥镜下行低温消融术 | 1 | 1
拟定于今日上午在选麻下行右侧腹股沟斜疝无张力修补术。 | 1 | 1
拟定于今日下午在介入科行空肠营养管植入术 | 1 | 1
拟定于今日下午在局部浸润麻醉下皮肤肿瘤切除术 | 1 | 1
拟定于今日下午在局部浸润麻醉下行双侧腋窝淋巴结清扫术 | 1 | 1
拟定于今日下午在局部浸润麻醉下行左胸肿块粒子植入术。 | 1 | 1
拟定于今日下午在局麻下行右肺穿刺置管引流术 | 1 | 1
拟定于今日下午在局麻下行经肺穿刺粒子植入术 | 1 | 1
拟定于今日下午在局麻下行颈部淋巴结切除术。 | 1 | 1
拟定于今日下午在局麻下行颈部淋巴结穿刺活检术 | 1 | 1
拟定于今日下午在硬外麻醉下行右侧腹股沟斜疝无张力修补术 | 1 | 1
拟定于今日下午在行CVC置管术 | 1 | 1
拟定于今日下午在选嘛下行颈部淋巴结活检术。 | 1 | 1
拟定于今日下午在选麻下行背部肿块切除或者扩大切除术 | 1 | 1
拟定于今日在彩超引导下行PICC置管术 | 1 | 1
拟定于今日行CVC置管术 | 1 | 1
拟定于夜间在局部浸润麻醉麻醉下行膀胱穿刺引流术。 | 1 | 1
拟定于明日上午行腹股沟肿块切除术 | 1 | 1
拟定今日上午在选麻下行结肠或者回肠造瘘术 | 1 | 1
拟定今日下午在选麻下行腹壁恶性肿瘤切除术 | 1 | 1
拟定今日下午行碘125粒子手术 | 1 | 1
拟定在局部浸润麻醉麻醉下行膀胱穿刺引流术。 | 1 | 1
拟定明日上午在全麻下行左侧肺叶楔形切除术，或者左侧肺叶切除术。 | 1 | 1
拟定明日上午在选麻下行结肠造瘘术 | 1 | 1
拟定明日行食管癌根治术 | 1 | 1
拟明日上午行食管造影空肠营养管置入术 | 1 | 1
拟明日局麻下行肺穿刺活检术 | 1 | 1
拟行于今日在选麻下行“外阴肿物切除术” | 1 | 1
持续中心静脉压力监测 | 1 | 1
按“口插全麻醉下腹式子宫全切术+双侧输卵管切除术”后常护 | 1 | 1
按在“口插全麻下腹腔镜下广泛全子宫+双侧附件切除术+盆腔淋巴结清扫术”术后常护 | 1 | 1
揽香烯注射液30ml | 1 | 1
搬至15床 | 1 | 1
改头颅增强 | 1 | 1
放线菌素1支加入葡萄糖250ML中 | 1 | 1
新型冠状病毒抗原检测 | 1 | 1
新型冠状病毒核酸检测(标本单采) | 1 | 1
无创颅内压监测 | 1 | 1
无损伤针1具 | 1 | 1
昂丹司琼注射液8mg qd iV | 1 | 1
昂丹司琼注射液8mg 加入氯化钠静滴 | 1 | 1
明胶海绵颗粒栓塞剂 | 1 | 1
普通中风后遗症推拿治疗 | 1 | 1
普通其他推拿治疗 | 1 | 1
普通短效胰岛素6U | 1 | 1
普通短效胰岛素早餐、午餐餐前8U 晚餐前6U | 1 | 1
普通胰岛15U加入氯化钠250ML | 1 | 1
普通胰岛素10u | 1 | 1
普通胰岛素20U加入氯化钠250ML | 1 | 1
普通胰岛素20U加入氯化钠和氯化钾组里 | 1 | 1
普通胰岛素20u加入生理盐水500ml静脉点滴 | 1 | 1
普通胰岛素4U入500ml氯化钠中 | 1 | 1
普通胰岛素4u 入5%葡萄糖250ml组 | 1 | 1
普通胰岛素4u入5%葡萄糖250ml组 | 1 | 1
普通胰岛素针10U，加脂肪乳中静滴 | 1 | 1
普通胰岛素针8u，加葡萄糖氯化钠静滴 | 1 | 1
普通胰岛素针8u，加葡萄糖液体静滴 | 1 | 1
普通透视 | 1 | 1
暂无法进食水 | 1 | 1
曲安奈德注射液 | 1 | 1
更换敷贴 | 1 | 1
更换气管插管 | 1 | 1
更换胸腔引流瓶 | 1 | 1
更换防逆流尿袋 | 1 | 1
更换防逆流引流袋 | 1 | 1
替格瑞洛(国产) | 1 | 1
替格瑞洛片90mg bid po | 1 | 1
替莫唑胺300MG | 1 | 1
替雷丽珠单抗200MG | 1 | 1
替雷丽珠单抗注射液200mg 加入100ml氯化钠注射液中静脉滴注 | 1 | 1
替雷利单抗注射液200mg 加入250ml氯化钠注射液中静脉滴注 | 1 | 1
替雷利珠单抗200MG | 1 | 1
替雷利珠单抗200MG(自备)加入氯化钠250ML静脉滴注 | 1 | 1
替雷利珠单抗200MG加入氯化钠100ML | 1 | 1
替雷利珠单抗注射液200mg(自备) 加入200ml氯化钠注射液中静脉滴注 | 1 | 1
木瓜kl | 1 | 1
木糖醇注射液125ml | 1 | 1
本唑西林皮试 | 1 | 1
术前6小时禁饮食 | 1 | 1
术前会阴部备皮 | 1 | 1
术前备皮 | 1 | 1
术前置尿管 | 1 | 1
朱砂 | 1 | 1
来那度胺25MG QD po | 1 | 1
松龄血脉康胶囊 | 1 | 1
核酸 家属 门诊已查 | 1 | 1
格列齐特缓释片 30mg Bid 口服 | 1 | 1
格列齐特缓释片30mg BID po | 1 | 1
格列齐特缓释片60mg/次 1次/早 po | 1 | 1
桂枝茯苓丸 | 1 | 1
桂枝颗粒 | 1 | 1
桑枝kl | 1 | 1
桑枝颗粒 | 1 | 1
桔梗颗粒 | 1 | 1
植入式给药装专用针置 | 1 | 1
植入式静脉给药 | 1 | 1
植入式静脉给药装置装置 | 1 | 1
植入术静脉给予装置 | 1 | 1
椎管内麻醉 | 1 | 1
檀香kl | 1 | 1
檀香颗粒 | 1 | 1
欧龙马滴剂 | 1 | 1
比索洛尔片 | 1 | 1
氟哌噻吨美利曲辛片 0.5mg bid po | 1 | 1
氢化泼尼松注射液 | 1 | 1
氢氯吡格雷片75mg qd po | 1 | 1
氧气吸入 24小时 | 1 | 1
氧气雾化器 | 1 | 1
氧氟沙星滴耳剂 | 1 | 1
氨基比林 | 1 | 1
氨基酸(188-A)250ML | 1 | 1
氨基酸250ML | 1 | 1
氨甲环酸注射液(妥塞敏) | 1 | 1
氨酚曲马多片 每次1片 | 1 | 1
氯丙嗪不适 | 1 | 1
氯化钠针5ML+硼替左米1.6M G皮下 | 1 | 1
氯化钾10ml加5%葡萄糖液体500ml中 | 1 | 1
氯化钾15ml加5%葡萄糖液中 | 1 | 1
氯化钾5ml加氨基酸瓶静滴 | 1 | 1
氯化钾针6ml | 1 | 1
氯化钾针7ML | 1 | 1
氯吡格雷片75mg qd po | 1 | 1
水胶体敷料 | 1 | 1
水胶体敷料10*0 | 1 | 1
水解蛋白注射液 | 1 | 1
沙丁胺醇气雾剂 2喷 随需 | 1 | 1
沙利度胺片 50mg qn po | 1 | 1
沙苑子 | 1 | 1
注射用卡瑞利珠单抗200mg 加入氯化钠250ml内静脉滴注 | 1 | 1
注射用曲妥珠单抗 | 1 | 1
注射用曲妥珠单抗360mg 加入氯化钠注射液100ml内静脉滴注 | 1 | 1
注射用曲妥珠单抗380mg 加入氯化钠注射液250ml内静脉滴注 | 1 | 1
注射用曲妥珠单抗400mg 加入氯化钠注射液250ml内静脉滴注 | 1 | 1
注射用曲妥珠单抗450mg 加入氯化钠注射液100ml内静脉滴注 | 1 | 1
注射用曲妥珠单抗450mg 加入氯化钠注射液500ml内静脉滴注 | 1 | 1
注射用艾普拉唑钠10mg 加入氯化钠200ml内静脉滴注 | 1 | 1
注射用艾普拉唑钠40mg 加入氯化钠200ml内静脉滴注 | 1 | 1
注射用艾普拉唑钠8mg 加入氯化钠100ml内静脉滴注 | 1 | 1
注意观察腹腔引流管引流液体 | 1 | 1
泼尼松片50mg qd po | 1 | 1
泽漆 | 1 | 1
洛哌丁胺片2mg qd p.o | 1 | 1
派安普利单抗200MG加入250ML盐水中静脉滴入 | 1 | 1
派安普利单抗注射液200MG配置100ML0.9%氯化钠里 | 1 | 1
派胺普利单抗注射液200MG加入150ML盐水中静滴 | 1 | 1
测氧饱和度 | 1 | 1
测血压 d2h | 1 | 1
测血压6小时内，每30分钟测一次 | 1 | 1
测血压q8h | 1 | 1
济生肾气丸 | 1 | 1
消栓肠溶胶囊 0.4mg tid po | 1 | 1
消栓肠溶胶囊0.4g tid po | 1 | 1
消栓通络片 | 1 | 1
消肿止痛酊 | 1 | 1
液基薄层细胞制片术 | 1 | 1
清开灵20ML加入氯化钠150ML中 | 1 | 1
清开灵2支加葡萄糖250ML | 1 | 1
清淡易消化饮食 | 1 | 1
游走罐 | 1 | 1
漏芦 | 1 | 1
澡酸盐敷料颗粒型 | 1 | 1
灯心草 | 1 | 1
灯盏细辛粉 | 1 | 1
灯盏花素针40mg | 1 | 1
灯芯草kl | 1 | 1
灵芝kl | 1 | 1
灸法 qd | 1 | 1
灸法治疗 1次(神阙) | 1 | 1
炒王不留颗粒 | 1 | 1
炒苍耳子kl | 1 | 1
炒蒺藜颗粒 | 1 | 1
炙黄芪kl | 1 | 1
点眼 | 1 | 1
烟酰胺注射液100MG | 1 | 1
烟酰胺注射液150MG | 1 | 1
烫狗脊 | 1 | 1
烫狗脊kl | 1 | 1
热毒宁组加入普通胰岛素4单位 | 1 | 1
焦山楂颗粒 | 1 | 1
熊去氧胆酸软胶囊 | 1 | 1
熟三七粉 | 1 | 1
熟大黄颗粒 | 1 | 1
燀苦杏仁颗粒 | 1 | 1
特普利珠单抗240MG加入氯化钠100ML中 | 1 | 1
特瑞普利单抗240MG加入100ML生理盐水 | 1 | 1
特瑞普利单抗注射液240MG IVGTT | 1 | 1
特瑞普利珠单抗注射液 240mg 加入氯化钠100ml内静脉滴注 | 1 | 1
玉米须 | 1 | 1
环孢素胶囊 50mg bid po | 1 | 1
环孢素胶囊 75mg tid po | 1 | 1
环磷酰胺片(自备) 50mg bid po | 1 | 1
环磷酰胺针 0.4g qd 静脉点滴 | 1 | 1
琥珀酸亚铁片 0.2g bid po | 1 | 1
瑞舒伐他汀钙片 10mg/次 | 1 | 1
甘油果糖针250mlbid ivgtt | 1 | 1
甘精胰岛素 每晚12u IH 自备 | 1 | 1
甘精胰岛素{长秀霖} 早4U 晚4U IH | 1 | 1
甘精胰岛素{长秀霖} 每晚10u IH | 1 | 1
甘精胰岛素注射液(来得时) | 1 | 1
甘精胰岛素针 | 1 | 1
甘精胰岛素针16U睡前 | 1 | 1
甘舒霖 早16u 晚12u | 1 | 1
甘舒霖 早饭前12u 晚饭前8u | 1 | 1
甘舒霖注射液 | 1 | 1
甘舒霖胰岛素 | 1 | 1
甘舒霖胰岛素30R，早16U，晚14U | 1 | 1
甘舒霖胰岛素注射液6u | 1 | 1
甘舒霖胰岛素注射液早12u、晚12u | 1 | 1
甘舒霖胰岛素注射液早餐前10u、晚餐前10u | 1 | 1
甘舒霖胰岛素注射液早餐前10u、晚餐前6u | 1 | 1
甘舒霖胰岛素注射液早餐前12u、晚餐前8u | 1 | 1
甘舒霖胰岛素注射液早餐前14u、晚餐前12u | 1 | 1
甘舒霖胰岛素注射液早餐前24u、晚餐前24u | 1 | 1
甘露醇150 | 1 | 1
甜叶菊kl | 1 | 1
甲功七项 | 1 | 1
甲型肝炎抗体测定(HAV) | 1 | 1
甲型肝炎抗原测定 | 1 | 1
甲氨蝶呤29MG | 1 | 1
甲氨蝶呤针 30mg 加入注射用水肌注 | 1 | 1
甲泼尼龙40mg 加入氯化钠100ML静脉滴注(自备) | 1 | 1
申请：滤除白细胞的红细胞悬液AB型4.00单位 | 1 | 1
申请：滤除白细胞的红细胞悬液O型2.00单位 | 1 | 1
电极片 2个 | 1 | 1
电极片 4个 | 1 | 1
留置空肠营养管 | 1 | 1
番泻叶kl | 1 | 1
病原体DNA荧光定量PCR测定 | 1 | 1
病原体RNA荧光定量PCR测定 | 1 | 1
病重，通知家属 | 1 | 1
白内障囊膜切除术+前房穿刺术+前房成形术 | 1 | 1
白蛋白结合紫杉醇150mg(自备)加入氯化钠250ml内静脉滴注 | 1 | 1
百士欣 | 1 | 1
益心舒片 0.4g/片 每次3片 | 1 | 1
益心舒片(湖北联盟) | 1 | 1
盐车前子颗粒 | 1 | 1
盐酸吗啡注射液 10mg qd im | 1 | 1
盐酸普拉克索片 | 1 | 1
盐酸曲美他嗪 20mg/片 | 1 | 1
盐酸羟考酮缓释片 160mg q12h po | 1 | 1
盐酸羟考酮缓释片 30MG q12h po | 1 | 1
盐酸羟考酮缓释片 50mg q12h po | 1 | 1
眼前段照相 | 1 | 1
知柏地黄丸 5丸 tid po | 1 | 1
石韦 | 1 | 1
硝苯地平控释片 1片/每早 po | 1 | 1
硝苯地平控释片(进口) | 1 | 1
硝苯地平缓释片 10mg pd po | 1 | 1
硝苯地平缓释片 10mg qd po (自备) | 1 | 1
硝苯地平缓释片20mg QD po | 1 | 1
硝苯地平缓释片20mg qd po | 1 | 1
硼替佐米4MG加入氯化钠250ML中 | 1 | 1
碘125密封粒源112粒 | 1 | 1
碘125密封粒源158粒 | 1 | 1
碘125密封粒源170粒 | 1 | 1
碘125密封粒源57粒 | 1 | 1
碘125粒子 | 1 | 1
碘125粒子植入220粒 | 1 | 1
碳酸钙D3咀嚼片 1片 QD po | 1 | 1
磷酸钠盐散(国谈) | 1 | 1
禁止下床活动 | 1 | 1
秦皮 | 1 | 1
秦艽颗粒 | 1 | 1
稳心颗粒 1包/次 3次/日 po | 1 | 1
稳心颗粒过敏 | 1 | 1
空肠造瘘管注入营养液。 | 1 | 1
空肠造瘘饮食 | 1 | 1
窦性心率震荡分析 | 1 | 1
立即进食含糖食物 | 1 | 1
等速肌力训练 | 1 | 1
米曲菌胰酶片 每日1片 | 1 | 1
类风湿关节炎核抗原测定 | 1 | 1
精蛋白生物合成人胰岛素注射液(预混30R) | 1 | 1
糖尿病低盐低脂 | 1 | 1
糖类抗原CA50测定 | 1 | 1
紫花地丁 | 1 | 1
紫苑 | 1 | 1
紫草 | 1 | 1
纳布啡注射液 | 1 | 1
组织多肽特异抗原(TPs)测定 | 1 | 1
经腔插管消化道造影术 | 1 | 1
结肠造瘘(Colostomy)术 | 1 | 1
绞股兰 | 1 | 1
绞股蓝 | 1 | 1
维生素B6注射液0.2 | 1 | 1
维生素B6针300mg | 1 | 1
维生素C注射液 3g+西米替丁注射液0.6G加入5%葡萄糖静滴 | 1 | 1
维生素C注射液(倍特) | 1 | 1
维生素C针3g | 1 | 1
维耐克拉200MG QD PO自备化疗 | 1 | 1
维耐托克 | 1 | 1
维迪西妥单抗加入250ML盐水静脉滴注 | 1 | 1
网织红细胞计数(Ret) | 1 | 1
罗普司亭250UG | 1 | 1
罗特西普75MGBID | 1 | 1
置胃管 | 1 | 1
美托洛尔25mg bid po | 1 | 1
美托洛尔50mg bid po | 1 | 1
美托洛尔片 50mg qd po | 1 | 1
美托洛尔片25mg bid po | 1 | 1
羟考酮缓释片40mg q12h po | 1 | 1
耳针治疗(刺激肝、脾、胰胆区) | 1 | 1
耳针治疗(皮质下、胃、心、肝、神门) | 1 | 1
肝纤维四项 | 1 | 1
肠内高营养治疗 | 1 | 1
肠道冲洗器 | 1 | 1
肠道引流袋 | 1 | 1
肺力咳合剂 10ml | 1 | 1
肺活检针 | 1 | 1
肿瘤热消融治疗 | 1 | 1
胃功能检测 | 1 | 1
胃管 | 1 | 1
胃肠营养管 | 1 | 1
胃造瘘管 | 1 | 1
胆宁片 | 1 | 1
胰岛素 12u | 1 | 1
胰岛素(甘舒霖30R)注射液 | 1 | 1
胰岛素8U加500ml钠钾美钙葡萄糖注射液中静滴 | 1 | 1
胰岛素早10u 晚12u | 1 | 1
胰岛素早14u 晚14u | 1 | 1
胰岛素早16u 晚16u | 1 | 1
胰岛素早4u 中午4U 晚4u 餐前 | 1 | 1
胰岛素注射液12u bid ih | 1 | 1
胰岛素注射液6u | 1 | 1
胰岛素注射液早12u 晚12u 脐周注射 | 1 | 1
胺碘酮1片 tid po | 1 | 1
脂肪乳250ML IVGTT | 1 | 1
脂肪乳注射液250ML | 1 | 1
脑心通胶囊 2粒/次 3次/日 po | 1 | 1
腰围固定避免腰部剧烈活动以免发生截瘫 | 1 | 1
腰麻硬膜外联合套件 | 1 | 1
膀胱冲洗 | 1 | 1
膀胱造瘘术1次 | 1 | 1
自动出院 | 1 | 1
自备人血球蛋白注射液5g ivgtt st | 1 | 1
自备人血白蛋白20%，10g，ivgtt，qd | 1 | 1
自备卡瑞利珠单抗200MG | 1 | 1
自备地西他滨 100mg 加入氯化钠100mL ivgtt qd | 1 | 1
自备氯化钾缓释片1.0 bid po | 1 | 1
自备瑞戈菲尼口服 | 1 | 1
自备维耐克拉2片QD口服 | 1 | 1
自备羟基脲片1.0 tid po | 1 | 1
自备羟基脲片1片 Bid po | 1 | 1
自备羟基脲片2片 Bid po | 1 | 1
自备脂肪乳250ML | 1 | 1
自备速效救心丸6丸舌下含化 | 1 | 1
自备长春地辛2mg | 1 | 1
自备阿糖胞苷注射液10MG BID IH | 1 | 1
自备雾化药品乙酰半胱氨酸2支布地奈德2支 | 1 | 1
舒芬太尼注射液 | 1 | 1
舒血宁针20ml入生理盐水150ml静滴 | 1 | 1
艾司奥美拉唑钠针20mg加氯化钠50ML | 1 | 1
艾条 | 1 | 1
芡实颗粒 | 1 | 1
苏合香 | 1 | 1
苏木 | 1 | 1
苯唑西林针2.0M加入0.9%氯化钠100ML静脉点滴Q12H | 1 | 1
苯海索片 | 1 | 1
莲子kl | 1 | 1
葛根粉(3g*8) | 1 | 1
蒙脱石散 3g tid po | 1 | 1
蒲公英配方颗粒kl | 1 | 1
薤白 | 1 | 1
藁本片 | 1 | 1
蛇毒血凝酶1U 皮下 | 1 | 1
蜜百部颗粒 | 1 | 1
螺内酯片 20mg qd po | 1 | 1
血小板 10u静滴 | 1 | 1
血小板 1个治疗量 | 1 | 1
血小板寿命测定 | 1 | 1
血小板抗体(HPA)检测 | 1 | 1
血栓形成风险 | 1 | 1
血栓通注射液150mg加入0.9%氯化钠250ML BID | 1 | 1
血气分析 | 1 | 1
血氧饱和度tid | 1 | 1
血氧饱和度测定 | 1 | 1
血氧饱和度监测 | 1 | 1
血清α-L-岩藻糖苷酶测定 | 1 | 1
血清淀粉样蛋白测定(sAA) | 1 | 1
血管内皮生长因子检测 | 1 | 1
血红蛋白电泳 | 1 | 1
补2月28日手术微导管 | 1 | 1
补肺活血胶囊1.4g tid po | 1 | 1
补脾益肠丸 | 1 | 1
西咪替丁0.8 | 1 | 1
西格列汀1片 | 1 | 1
西黄胶囊8粒 bid po | 1 | 1
要求出院 | 1 | 1
覆盆子kl | 1 | 1
覆硅胶膜食道支架系统 | 1 | 1
贝伐朱单抗注射液500MG加入氯化钠注射液250ML内静脉滴注 | 1 | 1
贝伐朱单抗注射液800mg 加入250ml氯化钠注射液中静脉滴注 | 1 | 1
贝伐珠单抗300MG加入250氯化钠中 | 1 | 1
贝伐珠单抗300MG，加入氯化钠250ML中 | 1 | 1
贝伐珠单抗注射液400MG加入250ML盐水中静滴 | 1 | 1
贝莫苏拜单抗1200MG氯化钠100ML中 | 1 | 1
贝莫苏拜单抗1200MG氯化钠210ML中 | 1 | 1
贝莫苏拜单抗注射液 1200mg IVGTT | 1 | 1
贝莫苏拜单抗注射液 1200mg tid po | 1 | 1
贝莫苏拜单抗注射液 输注时间60分钟 | 1 | 1
赤石脂 | 1 | 1
赫塞丁针424MG加入氯化钠250ML内静脉滴注(自备) | 1 | 1
转3床 | 1 | 1
转7床 | 1 | 1
转五官科 | 1 | 1
转入肿瘤内科 | 1 | 1
转入肿瘤科 | 1 | 1
转入肿瘤血液科治疗 | 1 | 1
转入脑病2区 | 1 | 1
转入重症科停医嘱 | 1 | 1
转内五科 | 1 | 1
转内六科(肺病科) | 1 | 1
转心内一病区治疗 | 1 | 1
转消化内科 | 1 | 1
转肿瘤科血液科治疗 | 1 | 1
转肿瘤血液科进一步治疗 | 1 | 1
转脑病一区 | 1 | 1
转脑病二区 | 1 | 1
转至8床 | 1 | 1
轮状病毒检测 | 1 | 1
输同型血浆400ml | 1 | 1
输注A型RH阳性红细胞2U、新鲜冰冻血浆400ML | 1 | 1
输注A型RH阳性红细胞4U | 1 | 1
输注冰冻血浆400ml | 1 | 1
输注冰冻血浆600ml | 1 | 1
输注红细胞4u | 1 | 1
输注血小板1个治疗量 | 1 | 1
输液完毕后、拔尿管 | 1 | 1
辛伐他丁片10mg qd po | 1 | 1
辛荑 | 1 | 1
达卡巴嗪针0.2(自备)加入氯化钠注射液150ml内静脉滴注 | 1 | 1
达那唑胶囊 0.2 QD po | 1 | 1
达那唑胶囊 0.2 TID po | 1 | 1
达那唑胶囊 0.4 bid po | 1 | 1
远程术中快速冰冻诊断 | 1 | 1
退上组输血 | 1 | 1
造影导丝 | 1 | 1
避免磕碰外伤卧床休息 | 1 | 1
酒石酸美托洛尔片 25mg Bid po | 1 | 1
酒石酸美托洛尔片 25mg QD po | 1 | 1
酚酞片0.2g bid po | 1 | 1
酮咯酸氨丁三醇30MG皮下肌注 | 1 | 1
醋五味子颗粒 | 1 | 1
醋酸泼尼松 20mg Bid PO | 1 | 1
醋酸泼尼松20mgtid | 1 | 1
醋酸泼尼松片 100mg qd po | 1 | 1
醋酸泼尼松片 10mg QD po | 1 | 1
醋酸泼尼松片 20mg qd po | 1 | 1
醋酸泼尼松片 50mg qd po | 1 | 1
醋酸白试验 | 1 | 1
醋香附颗粒 | 1 | 1
醋龟甲颗粒 | 1 | 1
重组人促红素6000IU加入100ML氯化钠静滴 | 1 | 1
重组人粒细胞刺激因子针 300ug ih(门诊自备) | 1 | 1
重组人胰岛素针3U三餐前 | 1 | 1
金匮肾气丸 | 1 | 1
金叶败毒颗粒 | 1 | 1
银杏达膜注射液20 | 1 | 1
银杏达膜注射液20ML加入0.9%氯化钠200ML | 1 | 1
锁阳 | 1 | 1
长春新碱2MG加入氯化钠100ML内静脉滴注(自备) | 1 | 1
长春新碱2MG加入氯化钠250ML内静脉滴注 | 1 | 1
长期隔离接触 | 1 | 1
长秀林12u ih qn | 1 | 1
长秀霖{甘精胰岛素} 14u qd iH | 1 | 1
门冬氨酸鸟氨酸颗粒 | 1 | 1
门冬胰岛素 三餐前30分钟注射10U | 1 | 1
门冬胰岛素 三餐前30分钟注射8U | 1 | 1
门冬胰岛素早12u晚上14U | 1 | 1
门冬胰岛素注射液10u 三餐前 ih | 1 | 1
门冬胰岛素注射液12u 三餐前 ih | 1 | 1
门冬胰岛素注射液12u 三餐前 ih 自备 | 1 | 1
门冬胰岛素注射液早、午餐前14U、晚餐前10u ih | 1 | 1
门冬酰胺酶皮试 | 1 | 1
门冬酰胺酶针皮试 | 1 | 1
间断膀胱冲洗 | 1 | 1
防风颗粒 | 1 | 1
阴道填塞 | 1 | 1
阿卡波糖片 100mg tid po | 1 | 1
阿卡波糖片 50mg tid po 餐时 | 1 | 1
阿司匹林片100mg qd po | 1 | 1
阿帕替尼片 750mg qd po(自备) | 1 | 1
阿托伐他他丁钙片 10mg qd po (自备) | 1 | 1
阿托伐他汀钙片 20mg po pd | 1 | 1
阿托伐他汀钙片10mg qn po | 1 | 1
阿托伐他汀钙片20mg qn po | 1 | 1
阿昔洛韦片(中选 ) | 1 | 1
阿法尼片 40mg qd po(自备) | 1 | 1
阿法替尼片 40mg qd po(自备) | 1 | 1
阿法骨化醇软胶囊 | 1 | 1
阿莫西林克拉维酸钾粉针1.2G | 1 | 1
阿莫西林已皮试 | 1 | 1
陈皮颗粒 | 1 | 1
隐血试验(免疫法) | 1 | 1
雷尼替丁2ML | 1 | 1
雷尼替丁针2ML | 1 | 1
青果 | 1 | 1
青霉素过敏 | 1 | 1
青霉素针800万单位加氯化钠100ML | 1 | 1
静注人免疫球蛋白 50ML BID ivgtt (自备) | 1 | 1
静脉炎贴片 | 1 | 1
静脉给药装置 | 1 | 1
静脉输注丙种球蛋白5g(自备) | 1 | 1
静脉输注悬浮红细胞4u、冰冻血浆400ml | 1 | 1
静脉输注红细胞4u | 1 | 1
静脉输注血小板2治疗量 | 1 | 1
非洛地平缓释片 | 1 | 1
非血管介入临床操作数字减影(DSA)引导 | 1 | 1
非诺贝特软胶囊 | 1 | 1
顺铂针20MG胸腔灌注 | 1 | 1
顺铂针40mg 加入氯化钠250ml内静脉滴注 | 1 | 1
颈或股静脉穿刺加收 | 1 | 1
食管腔内支架置入术 | 1 | 1
香橼 | 1 | 1
香薷 | 1 | 1
香薷配方颗粒kl | 1 | 1
马法兰早4mg 晚2mg po自备 | 1 | 1
马齿苋kl | 1 | 1
骨髓 活检包 | 1 | 1
鬼箭羽 | 1 | 1
鸡血藤颗粒 | 1 | 1
鸦胆子油乳30ML加入250氯化钠中 | 1 | 1
麝香保心丸45mg tid po | 1 | 1
麦冬颗粒 | 1 | 1
麦芽颗粒 | 1 | 1
麸炒薏苡仁颗粒 | 1 | 1
麻仁软胶囊0.6g tid po | 1 | 1
黄芪配方颗粒 | 1 | 1
鼓膜穿刺术 | 1 | 1
鼠神经生长因子20u im qd | 1 | 1
鼻内窥镜下低温消融术 | 1 | 1
鼻内窥镜下右侧鼻腔粘膜出血凝固术 | 1 | 1
龙骨颗粒 | 1 | 1
